time,signal_1
1.748,-14162
1.749,-14219
1.750,-14249
1.751,-14217
1.752,-14212
1.753,-14174
1.754,-14151
1.755,-14174
1.756,-14205
1.757,-14256
1.758,-14297
1.759,-14364
1.760,-14388
1.761,-14381
1.762,-14410
1.763,-14475
1.764,-14559
1.765,-14596
1.766,-14691
1.767,-14748
1.768,-14741
1.769,-14741
1.770,-14752
1.771,-14775
1.772,-14759
1.773,-14786
1.774,-14806
1.775,-14799
1.776,-14746
1.777,-14717
1.778,-14755
1.779,-14937
1.780,-15206
1.781,-15402
1.782,-15415
1.783,-15481
1.784,-15539
1.785,-15587
1.786,-15472
1.787,-15399
1.788,-15372
1.789,-15466
1.790,-15520
1.791,-15789
1.792,-16111
1.793,-16437
1.794,-16674
1.795,-16777
1.796,-16848
1.797,-17011
1.798,-17295
1.799,-17558
1.800,-17735
1.801,-17777
1.802,-17508
1.803,-16916
1.804,-16145
1.805,-15364
1.806,-14873
1.807,-14621
1.808,-14520
1.809,-14551
1.810,-14774
1.811,-14966
1.812,-15160
1.813,-15312
1.814,-15242
1.815,-14949
1.816,-14567
1.817,-14154
1.818,-13794
1.819,-13525
1.820,-13507
1.821,-13716
1.822,-13992
1.823,-14188
1.824,-14427
1.825,-14698
1.826,-14906
1.827,-15069
1.828,-15101
1.829,-15206
1.830,-15301
1.831,-15306
1.832,-15249
1.833,-15101
1.834,-15034
1.835,-14976
1.836,-14957
1.837,-14896
1.838,-14839
1.839,-14824
1.840,-14816
1.841,-14791
1.842,-14769
1.843,-14678
1.844,-14668
1.845,-14701
1.846,-14714
1.847,-14724
1.848,-14786
1.849,-14766
1.850,-14758
1.851,-14730
1.852,-14784
1.853,-14814
1.854,-14822
1.855,-14845
1.856,-14837
1.857,-14828
1.858,-14910
1.859,-14973
1.860,-14881
1.861,-14823
1.862,-14774
1.863,-14771
1.864,-14707
1.865,-14682
1.866,-14679
1.867,-14689
1.868,-14688
1.869,-14724
1.870,-14766
1.871,-14776
1.872,-14764
1.873,-14784
1.874,-14782
1.875,-14766
1.876,-14706
1.877,-14722
1.878,-14766
1.879,-14757
1.880,-14772
1.881,-14747
1.882,-14772
1.883,-14742
1.884,-14772
1.885,-14795
1.886,-14857
1.887,-14868
1.888,-14859
1.889,-14836
1.890,-14851
1.891,-14903
1.892,-14908
1.893,-14884
1.894,-14907
1.895,-14926
1.896,-14941
1.897,-14992
1.898,-15036
1.899,-15124
1.900,-15163
1.901,-15125
1.902,-15107
1.903,-15039
1.904,-14957
1.905,-14949
1.906,-14997
1.907,-15006
1.908,-14993
1.909,-14987
1.910,-14957
1.911,-14988
1.912,-15032
1.913,-15044
1.914,-15121
1.915,-15169
1.916,-15187
1.917,-15160
1.918,-15137
1.919,-15135
1.920,-15134
1.921,-15137
1.922,-15132
1.923,-15099
1.924,-15107
1.925,-15120
1.926,-15204
1.927,-15202
1.928,-15229
1.929,-15255
1.930,-15289
1.931,-15294
1.932,-15304
1.933,-15332
1.934,-15377
1.935,-15378
1.936,-15394
1.937,-15439
1.938,-15447
1.939,-15441
1.940,-15421
1.941,-15426
1.942,-15436
1.943,-15423
1.944,-15432
1.945,-15426
1.946,-15458
1.947,-15430
1.948,-15499
1.949,-15530
1.950,-15560
1.951,-15578
1.952,-15612
1.953,-15627
1.954,-15655
1.955,-15749
1.956,-15793
1.957,-15819
1.958,-15827
1.959,-15796
1.960,-15769
1.961,-15841
1.962,-15835
1.963,-15864
1.964,-15854
1.965,-15902
1.966,-15960
1.967,-15973
1.968,-15954
1.969,-15939
1.970,-15901
1.971,-15953
1.972,-16070
1.973,-16126
1.974,-16154
1.975,-16107
1.976,-16144
1.977,-16199
1.978,-16235
1.979,-16211
1.980,-16206
1.981,-16244
1.982,-16275
1.983,-16307
1.984,-16382
1.985,-16417
1.986,-16468
1.987,-16509
1.988,-16508
1.989,-16537
1.990,-16637
1.991,-16684
1.992,-16695
1.993,-16694
1.994,-16733
1.995,-16774
1.996,-16785
1.997,-16862
1.998,-16866
1.999,-16895
2.000,-16937
2.001,-16967
2.002,-16974
2.003,-17003
2.004,-16981
2.005,-17021
2.006,-17056
2.007,-17083
2.008,-17053
2.009,-17052
2.010,-17099
2.011,-17105
2.012,-17167
2.013,-17203
2.014,-17172
2.015,-17184
2.016,-17205
2.017,-17258
2.018,-17274
2.019,-17279
2.020,-17234
2.021,-17235
2.022,-17266
2.023,-17314
2.024,-17369
2.025,-17347
2.026,-17347
2.027,-17295
2.028,-17263
2.029,-17237
2.030,-17231
2.031,-17231
2.032,-17178
2.033,-17187
2.034,-17156
2.035,-17097
2.036,-17082
2.037,-17079
2.038,-17046
2.039,-16949
2.040,-16892
2.041,-16827
2.042,-16809
2.043,-16776
2.044,-16756
2.045,-16699
2.046,-16570
2.047,-16469
2.048,-16388
2.049,-16352
2.050,-16284
2.051,-16190
2.052,-16156
2.053,-16100
2.054,-16077
2.055,-16026
2.056,-15919
2.057,-15857
2.058,-15863
2.059,-15896
2.060,-15921
2.061,-15876
2.062,-15887
2.063,-15869
2.064,-15851
2.065,-15781
2.066,-15678
2.067,-15676
2.068,-15610
2.069,-15569
2.070,-15516
2.071,-15403
2.072,-15367
2.073,-15377
2.074,-15363
2.075,-15358
2.076,-15361
2.077,-15291
2.078,-15237
2.079,-15164
2.080,-15052
2.081,-14944
2.082,-14910
2.083,-14900
2.084,-14907
2.085,-14944
2.086,-14881
2.087,-14847
2.088,-14778
2.089,-14734
2.090,-14755
2.091,-14711
2.092,-14725
2.093,-14743
2.094,-14774
2.095,-14707
2.096,-14727
2.097,-14777
2.098,-14761
2.099,-14715
2.100,-14714
2.101,-14713
2.102,-14713
2.103,-14644
2.104,-14547
2.105,-14564
2.106,-14537
2.107,-14531
2.108,-14512
2.109,-14509
2.110,-14563
2.111,-14588
2.112,-14623
2.113,-14639
2.114,-14619
2.115,-14604
2.116,-14601
2.117,-14619
2.118,-14667
2.119,-14621
2.120,-14533
2.121,-14517
2.122,-14522
2.123,-14572
2.124,-14624
2.125,-14648
2.126,-14619
2.127,-14582
2.128,-14520
2.129,-14477
2.130,-14482
2.131,-14506
2.132,-14526
2.133,-14519
2.134,-14521
2.135,-14559
2.136,-14604
2.137,-14625
2.138,-14631
2.139,-14586
2.140,-14573
2.141,-14604
2.142,-14554
2.143,-14498
2.144,-14507
2.145,-14536
2.146,-14526
2.147,-14447
2.148,-14472
2.149,-14504
2.150,-14504
2.151,-14576
2.152,-14574
2.153,-14563
2.154,-14601
2.155,-14584
2.156,-14587
2.157,-14631
2.158,-14647
2.159,-14651
2.160,-14645
2.161,-14584
2.162,-14549
2.163,-14546
2.164,-14531
2.165,-14564
2.166,-14606
2.167,-14617
2.168,-14609
2.169,-14603
2.170,-14587
2.171,-14609
2.172,-14589
2.173,-14585
2.174,-14562
2.175,-14577
2.176,-14639
2.177,-14686
2.178,-14692
2.179,-14699
2.180,-14787
2.181,-14776
2.182,-14792
2.183,-14837
2.184,-14821
2.185,-14841
2.186,-14826
2.187,-14784
2.188,-14809
2.189,-14802
2.190,-14727
2.191,-14726
2.192,-14740
2.193,-14778
2.194,-14856
2.195,-14831
2.196,-14869
2.197,-14833
2.198,-14839
2.199,-14852
2.200,-14860
2.201,-14850
2.202,-14861
2.203,-14863
2.204,-14894
2.205,-14843
2.206,-14797
2.207,-14841
2.208,-14864
2.209,-14847
2.210,-14820
2.211,-14851
2.212,-14848
2.213,-14884
2.214,-14836
2.215,-14827
2.216,-14895
2.217,-14912
2.218,-14928
2.219,-14839
2.220,-14793
2.221,-14822
2.222,-14831
2.223,-14804
2.224,-14784
2.225,-14756
2.226,-14786
2.227,-14815
2.228,-14797
2.229,-14787
2.230,-14739
2.231,-14732
2.232,-14747
2.233,-14831
2.234,-14839
2.235,-14785
2.236,-14756
2.237,-14815
2.238,-14899
2.239,-14902
2.240,-14836
2.241,-14808
2.242,-14809
2.243,-14775
2.244,-14774
2.245,-14784
2.246,-14743
2.247,-14781
2.248,-14782
2.249,-14827
2.250,-14835
2.251,-14817
2.252,-14806
2.253,-14827
2.254,-14832
2.255,-14812
2.256,-14804
2.257,-14809
2.258,-14796
2.259,-14807
2.260,-14812
2.261,-14714
2.262,-14671
2.263,-14676
2.264,-14657
2.265,-14664
2.266,-14652
2.267,-14691
2.268,-14724
2.269,-14703
2.270,-14719
2.271,-14712
2.272,-14754
2.273,-14815
2.274,-14799
2.275,-14796
2.276,-14847
2.277,-14806
2.278,-14808
2.279,-14832
2.280,-14799
2.281,-14710
2.282,-14700
2.283,-14695
2.284,-14657
2.285,-14676
2.286,-14632
2.287,-14636
2.288,-14640
2.289,-14649
2.290,-14687
2.291,-14701
2.292,-14712
2.293,-14706
2.294,-14661
2.295,-14641
2.296,-14687
2.297,-14687
2.298,-14660
2.299,-14643
2.300,-14668
2.301,-14671
2.302,-14664
2.303,-14594
2.304,-14641
2.305,-14635
2.306,-14629
2.307,-14607
2.308,-14612
2.309,-14602
2.310,-14609
2.311,-14611
2.312,-14629
2.313,-14692
2.314,-14719
2.315,-14744
2.316,-14747
2.317,-14694
2.318,-14690
2.319,-14716
2.320,-14701
2.321,-14739
2.322,-14736
2.323,-14735
2.324,-14693
2.325,-14657
2.326,-14647
2.327,-14637
2.328,-14572
2.329,-14574
2.330,-14531
2.331,-14512
2.332,-14534
2.333,-14514
2.334,-14496
2.335,-14502
2.336,-14481
2.337,-14480
2.338,-14490
2.339,-14478
2.340,-14473
2.341,-14472
2.342,-14471
2.343,-14491
2.344,-14560
2.345,-14624
2.346,-14717
2.347,-14767
2.348,-14793
2.349,-14854
2.350,-14806
2.351,-14843
2.352,-14857
2.353,-14889
2.354,-14888
2.355,-14882
2.356,-14826
2.357,-14791
2.358,-14759
2.359,-14692
2.360,-14679
2.361,-14715
2.362,-14734
2.363,-14740
2.364,-14763
2.365,-14818
2.366,-14812
2.367,-14807
2.368,-14815
2.369,-14880
2.370,-14906
2.371,-14962
2.372,-14937
2.373,-14942
2.374,-15004
2.375,-15060
2.376,-15064
2.377,-15106
2.378,-15143
2.379,-15179
2.380,-15194
2.381,-15198
2.382,-15191
2.383,-15198
2.384,-15222
2.385,-15172
2.386,-15091
2.387,-15047
2.388,-15047
2.389,-15042
2.390,-15057
2.391,-15054
2.392,-15048
2.393,-15089
2.394,-15119
2.395,-15119
2.396,-15084
2.397,-15056
2.398,-15074
2.399,-15088
2.400,-15051
2.401,-15086
2.402,-15069
2.403,-15029
2.404,-15009
2.405,-14992
2.406,-15051
2.407,-15042
2.408,-14994
2.409,-15022
2.410,-15059
2.411,-15102
2.412,-15063
2.413,-14987
2.414,-14930
2.415,-14874
2.416,-14789
2.417,-14775
2.418,-14739
2.419,-14727
2.420,-14766
2.421,-14706
2.422,-14726
2.423,-14730
2.424,-14697
2.425,-14631
2.426,-14616
2.427,-14576
2.428,-14529
2.429,-14509
2.430,-14508
2.431,-14454
2.432,-14424
2.433,-14437
2.434,-14477
2.435,-14439
2.436,-14465
2.437,-14420
2.438,-14383
2.439,-14419
2.440,-14400
2.441,-14434
2.442,-14431
2.443,-14476
2.444,-14529
2.445,-14472
2.446,-14504
2.447,-14494
2.448,-14407
2.449,-14400
2.450,-14454
2.451,-14456
2.452,-14434
2.453,-14477
2.454,-14445
2.455,-14456
2.456,-14403
2.457,-14400
2.458,-14386
2.459,-14381
2.460,-14347
2.461,-14341
2.462,-14326
2.463,-14300
2.464,-14332
2.465,-14406
2.466,-14387
2.467,-14344
2.468,-14284
2.469,-14291
2.470,-14335
2.471,-14384
2.472,-14429
2.473,-14488
2.474,-14491
2.475,-14386
2.476,-14397
2.477,-14381
2.478,-14402
2.479,-14381
2.480,-14469
2.481,-14557
2.482,-14622
2.483,-14662
2.484,-14682
2.485,-14679
2.486,-14725
2.487,-14693
2.488,-14744
2.489,-14713
2.490,-14779
2.491,-14831
2.492,-14844
2.493,-14921
2.494,-14929
2.495,-14948
2.496,-15049
2.497,-15222
2.498,-15443
2.499,-15557
2.500,-15634
2.501,-15760
2.502,-15799
2.503,-15764
2.504,-15669
2.505,-15591
2.506,-15559
2.507,-15650
2.508,-15724
2.509,-15921
2.510,-16156
2.511,-16412
2.512,-16639
2.513,-16729
2.514,-16843
2.515,-17079
2.516,-17305
2.517,-17609
2.518,-17947
2.519,-17997
2.520,-17682
2.521,-17127
2.522,-16405
2.523,-15649
2.524,-15142
2.525,-14854
2.526,-14699
2.527,-14607
2.528,-14829
2.529,-15076
2.530,-15281
2.531,-15429
2.532,-15349
2.533,-15061
2.534,-14671
2.535,-14296
2.536,-13956
2.537,-13759
2.538,-13657
2.539,-13939
2.540,-14221
2.541,-14430
2.542,-14603
2.543,-14855
2.544,-15149
2.545,-15380
2.546,-15461
2.547,-15474
2.548,-15491
2.549,-15471
2.550,-15460
2.551,-15394
2.552,-15229
2.553,-15156
2.554,-15178
2.555,-15132
2.556,-15067
2.557,-14985
2.558,-14992
2.559,-14965
2.560,-15004
2.561,-15068
2.562,-15036
2.563,-14966
2.564,-14951
2.565,-14921
2.566,-14922
2.567,-14933
2.568,-14887
2.569,-14872
2.570,-14867
2.571,-14909
2.572,-14892
2.573,-14957
2.574,-14981
2.575,-14929
2.576,-14921
2.577,-14911
2.578,-14892
2.579,-14910
2.580,-14909
2.581,-14851
2.582,-14845
2.583,-14917
2.584,-14927
2.585,-14881
2.586,-14884
2.587,-14862
2.588,-14868
2.589,-14821
2.590,-14860
2.591,-14864
2.592,-14906
2.593,-14944
2.594,-14903
2.595,-14867
2.596,-14827
2.597,-14849
2.598,-14905
2.599,-14937
2.600,-14992
2.601,-15010
2.602,-14954
2.603,-14992
2.604,-15014
2.605,-15015
2.606,-14958
2.607,-15011
2.608,-15053
2.609,-15056
2.610,-15056
2.611,-15087
2.612,-15073
2.613,-15046
2.614,-15028
2.615,-15044
2.616,-15043
2.617,-15021
2.618,-15046
2.619,-15007
2.620,-15007
2.621,-15066
2.622,-15064
2.623,-15074
2.624,-15072
2.625,-15123
2.626,-15178
2.627,-15196
2.628,-15171
2.629,-15215
2.630,-15283
2.631,-15272
2.632,-15131
2.633,-15123
2.634,-15160
2.635,-15239
2.636,-15224
2.637,-15282
2.638,-15329
2.639,-15269
2.640,-15152
2.641,-15164
2.642,-15203
2.643,-15231
2.644,-15236
2.645,-15242
2.646,-15304
2.647,-15300
2.648,-15271
2.649,-15247
2.650,-15316
2.651,-15331
2.652,-15392
2.653,-15496
2.654,-15534
2.655,-15491
2.656,-15503
2.657,-15537
2.658,-15527
2.659,-15527
2.660,-15434
2.661,-15411
2.662,-15499
2.663,-15575
2.664,-15574
2.665,-15598
2.666,-15596
2.667,-15626
2.668,-15686
2.669,-15706
2.670,-15694
2.671,-15738
2.672,-15746
2.673,-15742
2.674,-15772
2.675,-15784
2.676,-15802
2.677,-15809
2.678,-15889
2.679,-15885
2.680,-15868
2.681,-15879
2.682,-15849
2.683,-15862
2.684,-15902
2.685,-15955
2.686,-16002
2.687,-16062
2.688,-16125
2.689,-16168
2.690,-16286
2.691,-16261
2.692,-16269
2.693,-16291
2.694,-16284
2.695,-16416
2.696,-16460
2.697,-16471
2.698,-16484
2.699,-16430
2.700,-16480
2.701,-16509
2.702,-16502
2.703,-16556
2.704,-16606
2.705,-16660
2.706,-16756
2.707,-16782
2.708,-16790
2.709,-16794
2.710,-16794
2.711,-16916
2.712,-16933
2.713,-16919
2.714,-16966
2.715,-17063
2.716,-17098
2.717,-17171
2.718,-17171
2.719,-17134
2.720,-17071
2.721,-17147
2.722,-17236
2.723,-17149
2.724,-17135
2.725,-17276
2.726,-17301
2.727,-17317
2.728,-17330
2.729,-17380
2.730,-17400
2.731,-17386
2.732,-17427
2.733,-17449
2.734,-17517
2.735,-17571
2.736,-17557
2.737,-17532
2.738,-17543
2.739,-17511
2.740,-17459
2.741,-17487
2.742,-17486
2.743,-17424
2.744,-17385
2.745,-17418
2.746,-17372
2.747,-17324
2.748,-17227
2.749,-17199
2.750,-17204
2.751,-17212
2.752,-17184
2.753,-17124
2.754,-17065
2.755,-17102
2.756,-17148
2.757,-17042
2.758,-16952
2.759,-16913
2.760,-16892
2.761,-16935
2.762,-16880
2.763,-16814
2.764,-16717
2.765,-16672
2.766,-16692
2.767,-16567
2.768,-16459
2.769,-16434
2.770,-16406
2.771,-16316
2.772,-16252
2.773,-16191
2.774,-16169
2.775,-16065
2.776,-16103
2.777,-16085
2.778,-15995
2.779,-15920
2.780,-15903
2.781,-15861
2.782,-15792
2.783,-15826
2.784,-15769
2.785,-15649
2.786,-15605
2.787,-15442
2.788,-15365
2.789,-15371
2.790,-15237
2.791,-15236
2.792,-15278
2.793,-15284
2.794,-15241
2.795,-15223
2.796,-15066
2.797,-14984
2.798,-15031
2.799,-14945
2.800,-14849
2.801,-14876
2.802,-14836
2.803,-14849
2.804,-14884
2.805,-14831
2.806,-14769
2.807,-14846
2.808,-14901
2.809,-14923
2.810,-14950
2.811,-14944
2.812,-14901
2.813,-14842
2.814,-14912
2.815,-14836
2.816,-14730
2.817,-14668
2.818,-14690
2.819,-14637
2.820,-14637
2.821,-14671
2.822,-14638
2.823,-14548
2.824,-14501
2.825,-14469
2.826,-14519
2.827,-14525
2.828,-14507
2.829,-14503
2.830,-14572
2.831,-14595
2.832,-14682
2.833,-14679
2.834,-14688
2.835,-14719
2.836,-14636
2.837,-14642
2.838,-14635
2.839,-14501
2.840,-14512
2.841,-14529
2.842,-14544
2.843,-14534
2.844,-14561
2.845,-14548
2.846,-14452
2.847,-14472
2.848,-14465
2.849,-14483
2.850,-14474
2.851,-14467
2.852,-14446
2.853,-14458
2.854,-14592
2.855,-14611
2.856,-14554
2.857,-14571
2.858,-14556
2.859,-14586
2.860,-14576
2.861,-14515
2.862,-14494
2.863,-14546
2.864,-14536
2.865,-14489
2.866,-14494
2.867,-14539
2.868,-14529
2.869,-14544
2.870,-14574
2.871,-14551
2.872,-14677
2.873,-14672
2.874,-14548
2.875,-14552
2.876,-14737
2.877,-14721
2.878,-14592
2.879,-14589
2.880,-14617
2.881,-14616
2.882,-14631
2.883,-14686
2.884,-14637
2.885,-14574
2.886,-14631
2.887,-14642
2.888,-14565
2.889,-14562
2.890,-14597
2.891,-14618
2.892,-14637
2.893,-14613
2.894,-14606
2.895,-14692
2.896,-14714
2.897,-14672
2.898,-14672
2.899,-14685
2.900,-14634
2.901,-14641
2.902,-14735
2.903,-14705
2.904,-14688
2.905,-14639
2.906,-14614
2.907,-14624
2.908,-14681
2.909,-14669
2.910,-14668
2.911,-14727
2.912,-14769
2.913,-14778
2.914,-14727
2.915,-14725
2.916,-14757
2.917,-14772
2.918,-14773
2.919,-14862
2.920,-14907
2.921,-14937
2.922,-14863
2.923,-14769
2.924,-14792
2.925,-14791
2.926,-14807
2.927,-14785
2.928,-14823
2.929,-14801
2.930,-14775
2.931,-14731
2.932,-14779
2.933,-14742
2.934,-14761
2.935,-14801
2.936,-14839
2.937,-14817
2.938,-14809
2.939,-14832
2.940,-14901
2.941,-14911
2.942,-14826
2.943,-14794
2.944,-14811
2.945,-14802
2.946,-14815
2.947,-14811
2.948,-14779
2.949,-14724
2.950,-14711
2.951,-14701
2.952,-14622
2.953,-14686
2.954,-14785
2.955,-14794
2.956,-14929
2.957,-14817
2.958,-14814
2.959,-14865
2.960,-14882
2.961,-14881
2.962,-14865
2.963,-14873
2.964,-14857
2.965,-14803
2.966,-14828
2.967,-14766
2.968,-14769
2.969,-14731
2.970,-14789
2.971,-14796
2.972,-14756
2.973,-14775
2.974,-14722
2.975,-14781
2.976,-14780
2.977,-14802
2.978,-14774
2.979,-14804
2.980,-14822
2.981,-14719
2.982,-14602
2.983,-14621
2.984,-14664
2.985,-14712
2.986,-14711
2.987,-14646
2.988,-14602
2.989,-14562
2.990,-14604
2.991,-14581
2.992,-14559
2.993,-14606
2.994,-14673
2.995,-14701
2.996,-14661
2.997,-14689
2.998,-14716
2.999,-14696
3.000,-14697
3.001,-14726
3.002,-14689
3.003,-14672
3.004,-14615
3.005,-14656
3.006,-14698
3.007,-14720
3.008,-14653
3.009,-14707
3.010,-14746
3.011,-14711
3.012,-14677
3.013,-14722
3.014,-14766
3.015,-14739
3.016,-14739
3.017,-14697
3.018,-14625
3.019,-14640
3.020,-14652
3.021,-14603
3.022,-14640
3.023,-14642
3.024,-14744
3.025,-14840
3.026,-14857
3.027,-14772
3.028,-14731
3.029,-14711
3.030,-14713
3.031,-14724
3.032,-14736
3.033,-14748
3.034,-14707
3.035,-14762
3.036,-14863
3.037,-14789
3.038,-14727
3.039,-14815
3.040,-14912
3.041,-14836
3.042,-14890
3.043,-15000
3.044,-15022
3.045,-14987
3.046,-15002
3.047,-15062
3.048,-15085
3.049,-15087
3.050,-15198
3.051,-15229
3.052,-15194
3.053,-15226
3.054,-15243
3.055,-15223
3.056,-15237
3.057,-15244
3.058,-15194
3.059,-15174
3.060,-15119
3.061,-15038
3.062,-14969
3.063,-14921
3.064,-14882
3.065,-14937
3.066,-15128
3.067,-15177
3.068,-15134
3.069,-15195
3.070,-15241
3.071,-15176
3.072,-15100
3.073,-15051
3.074,-15032
3.075,-15007
3.076,-14989
3.077,-15045
3.078,-15107
3.079,-15116
3.080,-15200
3.081,-15187
3.082,-15066
3.083,-15012
3.084,-14991
3.085,-15007
3.086,-15086
3.087,-15116
3.088,-15049
3.089,-14996
3.090,-14924
3.091,-14949
3.092,-15037
3.093,-14965
3.094,-14829
3.095,-14765
3.096,-14755
3.097,-14758
3.098,-14700
3.099,-14624
3.100,-14662
3.101,-14656
3.102,-14601
3.103,-14581
3.104,-14574
3.105,-14491
3.106,-14449
3.107,-14432
3.108,-14396
3.109,-14416
3.110,-14393
3.111,-14474
3.112,-14524
3.113,-14475
3.114,-14472
3.115,-14400
3.116,-14455
3.117,-14588
3.118,-14509
3.119,-14447
3.120,-14431
3.121,-14407
3.122,-14442
3.123,-14470
3.124,-14476
3.125,-14414
3.126,-14298
3.127,-14442
3.128,-14462
3.129,-14338
3.130,-14334
3.131,-14339
3.132,-14270
3.133,-14206
3.134,-14278
3.135,-14326
3.136,-14329
3.137,-14346
3.138,-14309
3.139,-14273
3.140,-14310
3.141,-14334
3.142,-14322
3.143,-14340
3.144,-14399
3.145,-14411
3.146,-14432
3.147,-14365
3.148,-14277
3.149,-14236
3.150,-14296
3.151,-14302
3.152,-14261
3.153,-14373
3.154,-14395
3.155,-14431
3.156,-14518
3.157,-14543
3.158,-14546
3.159,-14579
3.160,-14610
3.161,-14684
3.162,-14708
3.163,-14743
3.164,-14806
3.165,-14849
3.166,-14827
3.167,-14792
3.168,-14869
3.169,-14910
3.170,-14916
3.171,-14871
3.172,-14880
3.173,-14959
3.174,-15046
3.175,-15132
3.176,-15410
3.177,-15642
3.178,-15563
3.179,-15515
3.180,-15646
3.181,-15713
3.182,-15649
3.183,-15531
3.184,-15465
3.185,-15539
3.186,-15893
3.187,-16181
3.188,-16467
3.189,-16758
3.190,-16814
3.191,-16961
3.192,-17171
3.193,-17281
3.194,-17449
3.195,-17760
3.196,-18076
3.197,-17954
3.198,-17302
3.199,-16436
3.200,-15646
3.201,-15352
3.202,-15187
3.203,-15052
3.204,-14952
3.205,-14889
3.206,-14947
3.207,-15128
3.208,-15403
3.209,-15452
3.210,-15340
3.211,-14850
3.212,-14319
3.213,-13916
3.214,-13912
3.215,-13866
3.216,-13722
3.217,-13636
3.218,-13801
3.219,-14094
3.220,-14383
3.221,-14672
3.222,-14757
3.223,-14849
3.224,-15059
3.225,-15169
3.226,-15207
3.227,-15259
3.228,-15262
3.229,-15224
3.230,-15221
3.231,-15173
3.232,-15074
3.233,-14946
3.234,-14905
3.235,-14959
3.236,-14862
3.237,-14798
3.238,-14936
3.239,-14947
3.240,-14779
3.241,-14854
3.242,-15050
3.243,-15041
3.244,-14842
3.245,-14864
3.246,-14881
3.247,-14850
3.248,-14856
3.249,-14860
3.250,-14892
3.251,-14895
3.252,-14919
3.253,-14886
3.254,-14807
3.255,-14803
3.256,-14797
3.257,-14821
3.258,-14918
3.259,-14924
3.260,-14893
3.261,-14867
3.262,-14861
3.263,-14933
3.264,-14922
3.265,-14841
3.266,-14919
3.267,-14893
3.268,-14841
3.269,-14842
3.270,-14904
3.271,-14857
3.272,-14801
3.273,-14806
3.274,-14845
3.275,-14916
3.276,-14903
3.277,-14882
3.278,-14889
3.279,-14842
3.280,-14884
3.281,-14896
3.282,-14866
3.283,-14902
3.284,-14969
3.285,-15061
3.286,-15108
3.287,-15049
3.288,-14996
3.289,-15059
3.290,-15122
3.291,-15143
3.292,-15125
3.293,-15128
3.294,-15107
3.295,-15108
3.296,-15116
3.297,-15127
3.298,-15116
3.299,-15081
3.300,-15106
3.301,-15179
3.302,-15120
3.303,-15092
3.304,-15092
3.305,-15101
3.306,-15111
3.307,-15147
3.308,-15335
3.309,-15325
3.310,-15069
3.311,-15084
3.312,-15177
3.313,-15192
3.314,-15233
3.315,-15294
3.316,-15224
3.317,-15156
3.318,-15181
3.319,-15211
3.320,-15224
3.321,-15262
3.322,-15274
3.323,-15194
3.324,-15156
3.325,-15231
3.326,-15255
3.327,-15247
3.328,-15262
3.329,-15261
3.330,-15261
3.331,-15296
3.332,-15336
3.333,-15359
3.334,-15429
3.335,-15461
3.336,-15464
3.337,-15490
3.338,-15474
3.339,-15370
3.340,-15394
3.341,-15444
3.342,-15435
3.343,-15476
3.344,-15495
3.345,-15529
3.346,-15562
3.347,-15582
3.348,-15627
3.349,-15632
3.350,-15681
3.351,-15684
3.352,-15716
3.353,-15756
3.354,-15801
3.355,-15797
3.356,-15832
3.357,-15866
3.358,-15867
3.359,-15924
3.360,-15949
3.361,-15894
3.362,-15864
3.363,-15844
3.364,-15891
3.365,-15949
3.366,-15981
3.367,-15992
3.368,-16059
3.369,-16126
3.370,-16139
3.371,-16166
3.372,-16221
3.373,-16266
3.374,-16248
3.375,-16272
3.376,-16338
3.377,-16384
3.378,-16399
3.379,-16407
3.380,-16461
3.381,-16494
3.382,-16534
3.383,-16568
3.384,-16629
3.385,-16609
3.386,-16590
3.387,-16575
3.388,-16631
3.389,-16612
3.390,-16669
3.391,-16708
3.392,-16837
3.393,-16824
3.394,-16867
3.395,-16899
3.396,-16954
3.397,-16981
3.398,-16975
3.399,-16956
3.400,-16963
3.401,-17000
3.402,-17024
3.403,-17076
3.404,-17091
3.405,-17085
3.406,-17106
3.407,-17128
3.408,-17111
3.409,-17159
3.410,-17153
3.411,-17169
3.412,-17201
3.413,-17215
3.414,-17216
3.415,-17223
3.416,-17257
3.417,-17225
3.418,-17252
3.419,-17302
3.420,-17271
3.421,-17248
3.422,-17265
3.423,-17217
3.424,-17221
3.425,-17202
3.426,-17174
3.427,-17122
3.428,-17116
3.429,-17054
3.430,-17019
3.431,-16922
3.432,-16902
3.433,-16919
3.434,-16877
3.435,-16880
3.436,-16836
3.437,-16803
3.438,-16724
3.439,-16694
3.440,-16617
3.441,-16512
3.442,-16439
3.443,-16331
3.444,-16280
3.445,-16165
3.446,-16124
3.447,-16099
3.448,-16062
3.449,-16057
3.450,-16007
3.451,-15918
3.452,-15916
3.453,-15863
3.454,-15846
3.455,-15797
3.456,-15764
3.457,-15741
3.458,-15694
3.459,-15669
3.460,-15602
3.461,-15537
